metodo,tempo_execuacao,qtd_linhas,qtd_colunas,timesteps,cores
SERIAL,4.3901; 1024; 1024; 100; 0
MPI,3.3075; 1024; 1024; 100; 2
MPI,1.7099; 1024; 1024; 100; 4
MPI,0.9103; 1024; 1024; 100; 8
MPI,0.6741; 1024; 1024; 100; 16
MPI,0.9906; 1024; 1024; 100; 32
MPI,1.3729; 1024; 1024; 100; 64
OPEN MP; 0.5828; 1024; 1024; 100; 2
OPEN MP; 1.2674; 1024; 1024; 100; 4
OPEN MP; 1.6510; 1024; 1024; 100; 8
OPEN MP; 1.4111; 1024; 1024; 100; 16
OPEN MP; 1.1156; 1024; 1024; 100; 32
OPEN MP; 0.9786; 1024; 1024; 100; 64
